Words,Rank,Frequency 
"The documentary “Muscle Shoals” looks at a studio where musicians including Aretha Franklin, Percy Sledge and the Rolling Stones recorded hit songs.",11421,1
"Those already attuned to the transgendered world will certainly find “The Amazing Truth About Queen Raquela” to be a heartfelt, unusual take on it.",11422,1
"Wartime teen love, show-must-go-on piffle.",11423,1
"Gerald Potterton's animated film makes diverting entertainment, full of sex, mysticism, violence and science fiction, backed by a rock score performed by Black Sabbath, Blue Oyster Cult, Nazareth and many others.",11424,1
Family and coworkers impede a secretary's romance with an office boy.,11425,1
WWII deserter falls for   British aristocrat.,11426,1
Boys-on-bikes odyssey drenched in would-be hipness. Blatantly aspires to echo ``Easy Rider.'' Mired in pretentious symbolism and cutesy little jokes.,11427,1
"In “Warm Bodies” zombie meets girl. Zombie loses girl. Zombie — well, you know the rest, though here the familiar balance comes with human tartare.",11428,1
“Dumbstruck” documents the world of ventriloquists.,11429,1
"&quot;Mau Mau Sex Sex&quot; is undoubtedly the most provocative title of the year, though Ted Bonnitt's documentary on the golden age of exploitation   —   cheaply made pictures that found any excuse to get their stars to doff their tops   —   is only skin deep. What's great fun about the film is that it is like a peek behind the Great Oz's curtain. And surprise! He's back there cackling up a storm. Actually, there are two of them: Dan Sonney and David Friedman, the pioneering hustlers who gleefully fleeced the moviegoing public from the 1930's through the 60's. These venerated scamsters are part of the American tradition of turning the forbidden into a three-ring circus and profit center. — Elvis Mitchell",11430,1
Javier Bardem plays an underworld figure stressed by work and family in Alejandro González Iñárritu’s “Biutiful.”,11431,1
Police comedy-thriller. German shepherd steals it.,11432,1
Joss Whedon’s adaptation of “Much Ado About Nothing” draws out the essential screwball nature of Shakespeare’s comedy.,11433,1
Tycoon gets involved in workers' problems. Enjoyable vehicle for elderly Arliss.,11434,1
"Fitzgerald's Hollywood mogul. Great start, but goes flat.",11435,1
East Side hoodlum into drugs. Churning and predictable.,11436,1
"Heiress gets even with a sneaky New York newsman who courts her for a story. Old story, poorly written.",11437,1
"Three unrelated personal dramas revolving around passion, love and betrayal play out in three countries. Inevitably they intersect.",11438,1
"Arnold Schwarzenegger leads a gang of marauding Drug Enforcement Administration undercover thugs in “Sabotage,” and the bodies and bullets fly.",11439,1
Parrot tells life story. Warm and witty.,11440,1
Teacher and delinquents. Medium.,11441,1
"Set in the former Soviet Republic of Georgia during the 1992 war in the Abkhazia region, the film has the economy of a short story, unfolding in a mood of slightly sentimental masculine stoicism.",11442,1
"Well-rounded story, good cast and clever dialogue.",11443,1
"Missing Romanoff and con man. Creamy entertainment, beautifully played.",11444,1
"Chronicling the tensions facing a Korean-American teenager, Andrew Ahn’s first feature contemplates the anxieties of outsiders trying to find their place in America.",11445,1
Family patriarch's birthday celebration and impending death. Fine Burt.,11446,1
"Italian Jewish family under rising Fascism. Powerfully poignant, via De Sica.",11447,1
"“Mighty Fine,” about a family that moves from Brooklyn to New Orleans in 1974, features Chazz Palminteri as a father with anger-management issues.",11448,1
"Fact-based drama of young cerebral palsy victim, devoted nurse and parents. Blunt, unsentimental, moving.",11449,1
“We Could Be King” recounts an arduous struggle to combine two football teams after a budget shortfall that led to widespread school closings in Philadelphia.,11450,1
“The Limits of Control” is a Minimalist exercise in the key of cool from Jim Jarmusch.,11451,1
"Christopher Guest’s latest movie is fun, and features many of his usual suspects, but it isn’t as sharp as his previous films.",11452,1
"British boy swept into WWII Japanese camp, via Spielberg. Thrilling first half, rest O.K.",11453,1
Man inherits elephant. Deadly.,11454,1
"In “My Piece of the Pie,” Cédric Klapisch portrays the relationship between a business wheeler-dealer and his housekeeper.",11455,1
Mom's secret one-night stand with Stalin. Irreverently funny.,11456,1
"In this Stephen Frears film, Ben Foster plays Armstrong, the cyclist disgraced and stripped of victories after a doping scandal.",11457,1
"Free will versus determinism, dreams versus reality  are among the topics addressed by Richard Linklater's witty, &quot;trippy&quot; voyage into the Twilight  Zone in which an assortment of characters spout contradictory theories of human consciousness. The technically innovative movie finds the perfect metaphor for the philosophic paradoxes in its visual style: live action transformed into a cartoon by digital  animation. The spiels are funny and humane. Wiley Wiggins is the zonked-out everyman who absorbs them on a dreamlike journey from which he finds himself unable to awaken. - Stephen Holden",11458,1
"This cinema vérité documentary profiles Sister Helen Travis, a Benedictine nun who runs a shelter for recovering alcoholics and drug addicts in the troubled Mott Haven section of the South Bronx. Sister Helen is no saintly, frail Mother Teresa, but a swaggering, foul-mouthed, murderously sarcastic woman of some 69 years who works her miracles through a combination of anger and affection.   This very well-made piece vividly evokes Sister Helen's thorny charisma and the extreme &quot;tough love&quot; techniques that seem to come naturally to her. &#151; Dave Kehr",11459,1
"In the documentary “Money for Nothing,” Federal Reserve officials are shown as having great influence, if not great insights.",11460,1
Nutty doc amid vacuous victims. Idiotic. Spare yourself.,11461,1
Tiffany Shlain’s “Connected” is a documentary essay and personal memoir that examines the social topology of the digital era and the evolutionary origins of human civilization.,11462,1
ertmuller's comedy drama of southern Italians in the city.  Very appealing.,11463,1
Teenage drifting seen as a form of forward momentum. Enjoyably playful.,11464,1
"With “Tangled,” a version of the Rapunzel story, Disney gives its classic animation an update of sorts.",11465,1
"Car salesman has bad weekend. Starts up well, like all lemons.",11466,1
A husband beats his wife and a hit man is hired in this drama about a difficult marriage.,11467,1
"Airy but rather bland romantic comedy of wartime Army posts, via Ruth Gordon's play. Okay, no more.",11468,1
"Ripe, splashy swashbuckler. Good of this kind.",11469,1
G.I. in postwar Rome and hot water.,11470,1
"Another go at Victor Herbert. Sunny, tuneful and plastic.",11471,1
"The ensemble performances in this chilly study of a Hollywood party celebrating the sixth wedding anniversary of an insecure star (Jennifer Jason Leigh) and a British novelist (Alan Cumming) are of a quality rarely seen in a Hollywood film. An occasion that is also the official reunion of this mismatched couple begins to unwind after a party guest (Gwyneth Paltrow) passes around Ecstasy, and everyone's suppressed emotions burst to the surface. It's not Chekhov by a long shot, but it's several cuts above your average television soap opera. Filmed in digital video. - Stephen Holden",11472,1
"Pampered pop star and protector, in love and in danger. Misses the mark.",11473,1
"Scenic, skittish go at Scott Fitzgerald's novel about American expatriates in Europe. One pearl: Jennifer's Nicole.",11474,1
"Missing persons traced to tubby, man-eating alien.",11475,1
Counterfeiting sleuths. Good of this kind.,11476,1
"Imp tilts convent school, then sees the light. Icky, contrived, rather tasteless.",11477,1
Bahamian vacation. Crude but harmless frolic.,11478,1
"“The Rum Diary,” based on an early novel by Hunter S. Thompson, stars Johnny Depp as a young writer named Paul Kemp, a Thompson alter ego.",11479,1
Nine-year-old boy suffers amid troubled adult relationships. Powerful and unsettling.,11480,1
"Good, standard, early-Crosby musical. Nice batch of tunes.",11481,1
Sentimental recall of 1951 summer at outdoor Cleveland musical theater. Every backstage show-biz cliche.,11482,1
"Lost souls, via Gorki and emphatically Kurosawa. Verbose but technically fascinating.",11483,1
"Leaning more toward understanding than blame, “Without the King” examines a country forced to choose between tradition and survival.",11484,1
Cowboy returns home with drifter pal.,11485,1
"Michael Knowles’s film “The Trouble With Bliss” follows a 35-year-old who lives with his father and does very little, except attract women.",11486,1
"Long-suppressed Czechoslovak film via Menzel about political prisoners. Trenchant, blithe-toned blend of playfulness and political satire.",11487,1
"What distinguishes ""Sherrybaby"" from its many peers is the quality of the writing and the precision of Maggie Gyllenhaal’s performance.",11488,1
"Confused, to put it mildly.",11489,1
"This lame comedy squanders a promising &#151; if not entirely original premise. Three feckless Philadelphia bachelors (Anthony Anderson, Eddie Griffin and Michael Imperioli) must learn responsibility when they become fathers. The movie's blithe multiculturalism is a refreshing sign that longstanding Hollywood taboos on interracial sex have faded, but the overloaded plot generates precious few laughs as it tries to mine the unlovely facts of parenthood &#151; spitup, diapers, breastfeeding &#151; for jokes that are at once coarse and timid. — A. O. Scott",11490,1
An Oklahoma woman packs herself and her family off to Paris after her husband finds oil on their land. Will Rogers' first ``talkie'' movie.,11491,1
"“Just Go With It,” a remake of the romantic comedy “Cactus Flower,” finds Adam Sandler and Jennifer Aniston in Hawaii.",11492,1
"Brisk, agreeable musical.",11493,1
Ex-spouses and rival hairdressers face big events. ``Terms of Endearment'' with split ends.,11494,1
"Based on the true story of a heavy-metal fan who replaced the lead singer in the band he worshiped, this sloppy, charming melange of &quot;This Is Spinal Tap&quot; and &quot;Almost Famous&quot; looks back nostalgically at the big-haired, leather-and-spandex pop metal of the mid-1980's. Mark Wahlberg, playing a Pittsburgh head-banger who unexpectedly lives out his fantasy of sex, drugs and rock 'n' roll, captures both the naivete and the passion of obsessive fandom. Though the story of his transformation from regular guy to metal god and back again is predictable and unconvincing, the movie is full of well-observed details and authentically awful music. It both celebrates and, with gentle knowingness, ridicules the noisy, raucous world of big arena shows, endless touring and androgynous machismo that was 80's metal. - A. O. Scott",11495,1
"A man trying to save his ailing daughter gets an unflattering look at Juárez in Baltasar Kormakur’s latest film, “Inhale.”",11496,1
"Jennifer Aniston, Kate Hudson and Julia Roberts star in this holiday-themed film that generates inadvertent laughs and has predictable plotlines.",11497,1
City twins mixed up with country twins. Cheerful and breezy.,11498,1
American shopkeeper meets British soul mate on Cliffs of Dover. Wildly romantic.,11499,1
"Kevin Kline plays William Hundert, a classics teacher at an all-boys prep school whose moral self-confidence (though not his starchy pomposity) is shaken by an amoral, charismatic senator's son (Emile Hirsch). Hundert's belief in the boy's intellectual potential leads him to commit a small ethical lapse, the consequences of which the movie, based on a story by Ethan Canin, traces smartly and tactfully. &quot;The Emperor's Club&quot; is to be congratulated for avoiding many of the sentimental cliches of the prep school genre; it certainly congratulates itself for this modest achievement. But the story is thin, and the characters, in spite of some good performances by the younger cast members, are too close to stereotypes for this to be much more than a tidy parable of the obvious. — A. O. Scott",11500,1
Young lawyer with AIDS. Strong and moving despite evasive story.,11501,1
"Peter Bogdanovich profiles the filmmaker. Amusing and instructive, occasionally veering into piety.",11502,1
"Blue-collar prodigal returns. Clanky, fabricated drama, coated with suds.",11503,1
"Carmen Marron’s “Go for It!,” starring Aimee Garcia, is a briskly edited dance-out-of-the-slums story that speaks to working-class young women.",11504,1
Young Japanese woman with American immigration trouble weds for convenience.,11505,1
"“Praying With Lior” documents the extraordinary life of Lior Liebling, a rabbi’s son with Down syndrome.",11506,1
"Trevor Howard, Pier Oscarsson. Asylym inmate escpaes. A mistake. Weighs a ton but good cast.",11507,1
"Med students experiment with death. Stylish, eerie psychological horror, laced with wit.",11508,1
Michael Levine’s earnest but plodding film chronicles the closing of a Lower East Side factory that had held a vital role in the neighborhood since 1925.,11509,1
Young family copes with terminal cancer. Affecting.,11510,1
New York cop in Osaka. Mechanical police melodrama.,11511,1
Robert Duvall plays a down-on-his-luck rancher who chooses a wild adventure over giving in to failure.,11512,1
"Money, that is. Light and harmless. Dunne's swan song.",11513,1
"This seductive visual tone poem portrays a world without pain, pestilence or  aggression as it transports you to Namibia, British Columbia, Borneo and Thailand,  among other locales in search of pictorial perfection. Few would argue with the Utopian  dream of this Imax movie (released to coincide with Earth Day), which focuses on a few  scattered people who still live in harmony with their environment and gently scolds the  human race (in the voice of Robert Redford) for disturbing the precious balance of things.  But the movie lacks contrast and its vision of nature is one-sided. Things you will not see in &quot;Sacred Planet&quot; include a limping animal, a vulture and a mosquito. &#151; Stephen Holden",11514,1
High school girl commits suicide after date rape. Welcome realism.,11515,1
"Dandy Temple vehicle, good Civil War story. Highlight: Shirley and the great Bojangles Robinson.",11516,1
Grand and glorious rendition of the riverboat queen of musicals. All aboard.,11517,1
What distinguishes “Horton Hears a Who!” from the other recent Dr. Seuss film adaptations is that it is not one of the worst movies ever made.,11518,1
"Octopus terrorizes beach area, yet. Heavy spoof but funny opening.",11519,1
"Michael Tully directs and stars in “Septien,” a Southern gothic tale of a man who returns unannounced to his family’s farm after a long absence.",11520,1
"In “Red Dawn,” a remake of the 1984 film, young people band together to fight North Koreans who have invaded Spokane, Wash.",11521,1
Teenager travels through Europe with dead sister's boyfriend.,11522,1
Postpartum depression takes a homicidal turn in Le-Van Kiet’s “House in the Alley.”,11523,1
Nice tunes glue this one together. Best: ``My Secret Love.'',11524,1
"John Cameron Mitchell's Off-Broadway &quot;post-punk, neo-glam rock musical&quot; about the travails of an East German-born transsexual rock singer on the road in America has been adapted into a wildly funny and innovative film that is even more groundbreaking in its way than &quot;Moulin Rouge.&quot; Mr. Mitchell's glamorous title character exudes a Marlene Dietrich-like hauteur, while Stephen Trask's meaty score augments David Bowie's grandiose early-70's rock style with punk-rock attitude and witty lyrics inspired by (of all things) Plato's &quot;Symposium.&quot; Smart, surreal and subversive. &#151; Stephen Holden",11525,1
Fun-loving Prince Karl falls for a barmaid but must marry a princess. Silent. Directed by Ernst Lubitsch.,11526,1
Caliph uses princess to gain treasure. Jug of noodles.,11527,1
"The drama “Two Lives,” with Juliane Köhler and Liv Ullmann, focuses on a happily married woman and apparent East German spy whose secrets threaten to destroy her family life.",11528,1
"Russian emigrants in America. Rambling, sentimental comedy, with a languid Ferrer.",11529,1
"Jackie Chan plays a Hong Kong police inspector who travels to Ireland in search of the title object, a  talisman that confers infinite strength and immortality on its possessor.  It has been snatched by the international villain Snakehead (Julian Sands, in a highly campy performance), along with the cute little boy (Alexander Bao) who is its rightful possessor.  Mr. Chan is helped in is quest by a British supporting cast:  the Interpol agents Claire Forlani, Lee Evans and John Rhys-Davies.  A Hong Kong production filmed in English by the veteran Hong Kong director Gordon Chan (&quot;Fist of Legend&quot;), &quot;The Medallion&quot; is aimed at an international public but still retains some Hong Kong street credibility, thanks largely to the expert action sequences staged by Sammo Hung. But as soon as the medallion appears, so do the digital maneuverings — speeded-up movement, composite images, objects and people that morph into supernatural thingamajigs —  that undercut the genuine thrills of the genuine action. — Dave Kehr",11530,1
Muscles from Brussels in New Orleans. Bloodthirsty.,11531,1
Fairly suspenseful sub chaser.,11532,1
"Laurie Anderson and band: ``Gravity's Rainbow,'' ``Language Is a Virus,'' others.",11533,1
Art expert watchful of suspicious spouse. Evidence abounds but little suspense.,11534,1
"The director Jim Mickle takes on Jorge Michel Grau’s 2011 creep-out, “We Are What We Are.”",11535,1
"“Won’t Back Down,” an education drama that takes a good-versus-evil tack, stars Maggie Gyllenhaal and Viola Davis.",11536,1
The old hoss trail. Really old.,11537,1
"Early version of Bennett story, ``Holy Matrimony.'' Nice yarn, beautifully done later with Monty Woolley and Gracie Fields.",11538,1
AIDS-afflicted architect throws himself into pre-suicide party. Unlikable characters but touching situation and fine acting gets the best of them.,11539,1
"While “Shockproof” will inspire more groans than gasps, it’s essential viewing for fans of filmmakers Samuel Fuller and Douglas Sirk.",11540,1
Immature sex farce about camp counselor trapped in a cave with four ribald charges. Only if you're desperate.,11541,1
Composer's midlife crisis. Blithely amusing.,11542,1
Mismatched Americans in Brazilian jungle. Vivid.,11543,1
“Lost in Thailand” reteams the actors Xu Zheng and Wang Baoqiang in their cross-country odd-couple shtick from the 2010 hit “Lost on Journey.”,11544,1
"""God Grew Tired of Us"" is a sober, uplifting documentary that follows the resettlement in the United States of three young men uprooted as children by the civil war in Sudan.",11545,1
Sole woman on prison planet. Dizzying.,11546,1
"In “Exporting Raymond,” Phil Rosenthal, the creator of “Everybody Loves Raymond,” tells what happened when he tried to remake it for Russian TV.",11547,1
"``Lot 249,'' ``Cat From Hell,'' ``Lover's Vow.''",11548,1
The stoner comedy “High School” follows the class valedictorian and his pothead buddy as they learn of plans for mandatory drug testing.,11549,1
Drama about spy mission of operatic soprano.,11550,1
Nazi camp inmate collaborates with her captors.,11551,1
A lead tenor's onstage murder draws an amateur sleuth's interest.,11552,1
Nurse puts husband through med school. Miscast Mitchum.,11553,1
The Snow White character in “Mirror Mirror” deviates only a bit from the heroine of the classic tale. This time Lily Collins is armed and suited for action.,11554,1
Tetsuya Nakashima’s film about a father trying to rescue his teenage daughter from the Japanese underworld glories in its lurid bloodthirstiness.,11555,1
Dumas via Richard Lester. Crackling good fun.,11556,1
Silent. Baseball fan saves horse trolley.,11557,1
"War-ravaged victims. Strong, scalding drama with a superb Sophia. Her Oscar-winner.",11558,1
Heterosexual rehab camp. Crushingly obvious.,11559,1
L.A. narcotics sleuth. Lethal.,11560,1
"Crime, corruption and a steamy redhead. Pulp stuff but has color and drive.",11561,1
"Rural teacher succumbs to beautiful, erotically precocious student. Well-meaning but ponderous.",11562,1
Jungle search for gold.,11563,1
"Kurdish orphans in distress. Slow, bleak and terribly moving, from Iran.",11564,1
"Uplifting, disheartening, inspiring, enraging — the mind reels while watching the documentary “Pray the Devil Back to Hell.”",11565,1
A former Mexican police officer tracking down crime syndicate loot forms an alliance with a young American hacker who played a small role in moving it.,11566,1
"In Lisa Albright’s turgid family drama, Bernadette Peters plays a faded Broadway diva with two daughters who starts life over in a rented, graffiti-scarred shack in Nashua, N.H.",11567,1
"Car-chase satire. Loud, churning mess, but often amusing.",11568,1
This documents how the career of the far-right Hungarian politician Csanad Szegedi was upended when he found out about his lineage.,11569,1
"Serious western set in old Mexico. Colorful, at least.",11570,1
"Vacillating provocatively between romantic comedy and political tragedy, “The Bubble” is photographed with a sunny brightness that belies the gravity of its intentions.",11571,1
"“The Flying Scotsman,” which tells the story of cyclist Graeme Obree, is a conventional underdog sports movie that should have been much more gripping.",11572,1
"Racially focused, less forceful ''On the Waterfront.'' But worthy.",11573,1
This drama based on real-life traces the legal battle by Ms. Mirren&#8217;s character to regain possession of a priceless canvas stolen from her family by the Nazis 60 years earlier.,11574,1
Peasant befriends boy on Franco-Prussian battlefield.,11575,1
“Monsters” is a wondrously atmospheric drama from the young British filmmaker Gareth Edwards.,11576,1
Young corporate climber. Ebullient Fox in likable big-business comedy.,11577,1
A disgruntled New York City private investigator forms an unlikely bond with a high school baseball coach from upstate in Edward Burns’s latest exercise in maleness.,11578,1
"Smoothly intricate, slightly ambling melodrama. A cult favorite.",11579,1
"As one person says in the documentary “Mademoiselle C,” Carine Roitfeld, the 58-year-old former editor of French Vogue, is “the sexiest girl in fashion.”",11580,1
Dressy showcase for wheezing Wally. Some Barnum spangles but really creaks now.,11581,1
"The wife of a crotchety older man flirts with a philandering artist, and he flirts with her daughter. Humorous but not rational.",11582,1
"The return of Lara Croft (Angelina Jolie), the swashbuckling archeologist and British peer who rose to digital stardom as the protagonist of a pioneering video game.  As directed by Jan De Bont (&quot;Speed&quot;), the picture quickly becomes just one more formulaic action film as the title character bounces around the globe in a deadly treasure hunt.  The object of her search is nothing less than the original Pandora's Box, revealed to be some sort of intergalactic surprise package that was once the source of all life on earth, but now contains the very essence of death and evil — a Weapon of Mass  Destruction if there ever was one.  Too many of the stunts are too obviously digitally enhanced to carry much sense of danger, and the film lopes from one set-piece to the next without developing any real rhythm or drive. — Dave Kehr",11583,1
"Beached whale, from Broadway. Makes you long for ''42nd Street.''",11584,1
"Adolescent prank leads to tragedy.  Quirky, tender and fine.",11585,1
"Nathan Silver’s latest film unfolds in the early 1990s in suburban New Jersey, where a house has become a treatment center.",11586,1
"A storm drives a Gypsy into a farmhouse, the home of some men susceptible to her wiles.",11587,1
"Smallpox Annie. Pulp format but has color, good Evelyn, fine use of backgrounds.",11588,1
"Ozarks moonshiner obsessed over absent dad. Simple, appealing drama.",11589,1
"African racism. Earnest and thoughtful, conventional and rambling.",11590,1
"This film by the British documentary maker Nick Broomfield seeks to uncover a cover-up in the music world.  On Sept. 13, 1996, the rapper Tupac Shakur was shot to death in Las Vegas; on March 9, 1997, the rapper Biggie Smalls was shot to death in Los Angeles.  Though the killings were written off at the time to a rivalry between the East Coast and West Coast schools of rap, Mr. Broomfield, not surprisingly, believes that more is there than meets the eye. Whether or not you buy Mr. Broomfield's findings, the film acquires an undeniable entertainment value as Mr. Broomfield continues to force himself on people and into situations that would make lesser men run for cover. &#151; Dave Kehr",11591,1
“The Condemned” is tailor-made for those who like their violence multifaceted and their women monosyllabic.,11592,1
"Minor but crisp, earthy racetrack yarn. Neat job.",11593,1
"“Unmade Beds” is a lovely, somewhat messy movie about lovely, messy young lives.",11594,1
"“Reign Over Me” uses the rhythms and moods of comedy to explore, and also to contain, overpowering feelings of loss.",11595,1
"A lighthearted, whimsical comedy about the blossoming of democracy in Iran must necessarily be either incredibly calculating or incredibly naïve.  But &quot;Secret Ballot,&quot; an Iranian feature from Babak Payami, is never clearly one or the other.  After seeing it twice, I'm still not sure whether the film is a canny piece of propaganda on behalf of the Iranian theocracy and the token democratic reforms that the mullahs have permitted, or if it is a work of stunningly sunny optimism that honestly believes genuine democracy is on its way to that beleaguered country. The landscape photography, by Farzad Jodat, is fully up to the high standards of the Iranian cinema, and there is always something pleasant to look at in the film. But whatever its political orientation, it is a very minor contribution to the great corpus of Iranian cinema that has emerged in the last 20 years. — Dave Kehr",11596,1
"An eagerly prurient dip into the sex-trafficking trough, “Trade” teeters between earnest exposé and salacious melodrama.",11597,1
Action comedy about two cops. Deftly played.,11598,1
Ms. McCarthy leads a starry cast in this action-comedy about an intelligence officer who proves her mettle in heroic and ridiculous ways.,11599,1
"In “Earth to Echo,” young friends out for a night of fun in their Nevada surroundings come across an alien robot.",11600,1
"“G.I. Joe: The Rise of Cobra,” spun off from the Hasbro-toy world, offers gagging laughs, discount special effects, hoo-ha din and interchangeable action figures.",11601,1
Kim Longinotto's powerful documentary makes its points with a low-key directness. Ms. Longinotto knows that the subject is so discomforting that it's best for her to let it unfold without hysteria. That subject is female circumcision — also known as genital cutting — and the social conditioning that continues to make it part of life in Kenya after it has been outlawed. —: Elvis Mitchell,11602,1
"Paging W. C. Fields, not miscast Scott, as con man in the sticks.",11603,1
"In “Empty Nest,” a couple is forced to question their identities and relationships now that parenting is not their most immediate concern.",11604,1
"Hugh Griffith. American Film Theater. A photographed version of John Osborne's drama about Martin Luther, the controversial religious leader.",11605,1
"In “Sleepwalk With Me,” a movie that the comic performer and writer Mike Birbiglia adapted from his one-man show, a slightly schlubby comedian takes his act on the road.",11606,1
Graphic but unsurprising war drama.,11607,1
Black inmate finds redemption in poetry. Stirring.,11608,1
Dull.,11609,1
Reporter helps Army agent catch spies who killed her brother.,11610,1
"Good earthbound Shakespeare. Superb Brando, electric Gielgud.",11611,1
"Playwright and English teacher collaborate. Flat and juiceless, compared with Broadway.",11612,1
"Football player hired to find runaway heiress. Fast, tough film noir adventure.",11613,1
"The newcomer Nathan Lopez delights as the flamboyantly gay Maxi, the youngest son in a family of thieves who falls in love with a handsome police officer.",11614,1
"Marlowe's tale of gay king of England, via Jarman. Provocative and visually elegant.",11615,1
"This powerful but gloomy two-and-a-half-hour reflection on marriage, adultery, parenthood and the casualties of sexual warfare has a screenplay by Ingmar Bergman and is directed by his longtime colleague Liv Ullmann as an explicit homage to the master. Unfolding like a brooding autobiographical epilogue to his stormier 1973 masterpiece, ''Scenes From a Marriage,'' it is a sophisticated ghost story in which a frail director (Erland Josephson) conjures the spirit of an actress he once loved and steps into the shoes of his younger self (Krister Henriksson) to relive their affair. That relationship broke up her marriage to a world-famous conductor (Thomas Hanzon) and devastated the couple's young daughter. The movie suggests that major life decisions with tragic consequences may ultimately come down to whims. &#151; Stephen Holden",11616,1
Art thief and insurance woman planning heist. Star wattage makes it work.,11617,1
Good production but contrivances show.,11618,1
Gossip columnist pays the piper.,11619,1
Snappy but familiar racetrack comedy.,11620,1
"Flat, watery egg- drop soup. Two at sea, on land.",11621,1
"In “Out-Takes From the Life of a Happy Man,” the director Jonas Mekas, now 90, splices together luminous moments that he filmed in the past.",11622,1
"Doomed lovers in L.A. Jazzy, but Godard's original had the bite.",11623,1
Miss Lynn is charming. The Fitzgerald blarney weighs a ton. Dial on.,11624,1
Irish father-son relationship. Affecting and beautifully played.,11625,1
"Montreal crooks steal an armored car, with a wounded guard locked in back with the money. Directed by Yves Simoneau. Small but entertaining.",11626,1
"Chinese-American women and daughters. Often intriguing suds, from Amy Tan novel.",11627,1
"In “The Call,” a 911 operator takes a life-altering call from a teenage girl who has just been abducted.",11628,1
"Talented terrier in 40's Mississippi. Modest, endearing, relentlessly sentimental.",11629,1
Psycho baby sitter. Very good suspense.,11630,1
Tracking a wartime traitor.,11631,1
"A collaboration between the filmmakers John Greyson of Canada and Jack Lewis of South Africa, &quot;Proteus&quot; takes its title from the shape-shifting sea god of Greek mythology and its plot from the records of a 1735 trial.  Two prisoners held on South Africa's Robben Island, a Dutch sailor (Neil Sandilands) and a Hottentot tribesman (Rouxnet Brown), were accused of sodomy, and sentenced to death by drowning — a story that merges gender politics and imperialist practice into an ideologically meaty whole.  But as rich in ideas as the story may be, the filmmakers don't seem to trust their material.  They've gussied it up with fantasy sequences, flashbacks and literary allusions that distract from the dramatic core.  With so much clutter, the emotions lose definition, and the politics go fuzzy with them. — Dave Kehr",11632,1
"In Gustavo Taretto’s “Sidewalls,” two soul mates live across the street from each other, but are separated by walls both real and virtual.",11633,1
“Flash Point” plays like the last hurrah of a criminal underclass facing the inevitable shrinking of its bottom line.,11634,1
In Michelle Schumacher’s “3 Geezers!” old people are living it up in their golden years.,11635,1
Radiant Bergman as Hemingway's bride of the guerrilla. Stirring adaptation.,11636,1
A film about a woman living alone on a Swedish island.,11637,1
"The documentary “Shut Up and Play the Hits” covers the last concert by LCD Soundsystem, fronted by James Murphy.",11638,1
Air-crash prober and pretty time traveler from future. Inept.,11639,1
Pint-size Melbourne gangster.,11640,1
"Fair idea turns pretentious, farfetched.",11641,1
"In “George A. Romero’s Diary of the Dead,” we meet the enemy and he is us, with video cameras.",11642,1
A British spy helps the Czech underground blow up a Nazi poison-gas factory in Prague.,11643,1
"Summoned to Portugal by a filmmaker friend, a sound engineer falls in love with a singer. Dreamy philosophical travelogue.",11644,1
“The Human Scale” looks at ways to turn urban areas into better places to live.,11645,1
"Two cops, period. Strictly standard.",11646,1
"Young Italian lovers plan a Bronx wedding. Touching, exuberant and raucously funny.",11647,1
"A movie within a movie, “Even the Rain” draws parallels between the European colonialism of antiquity and more modern forms of exploiting indigenous populations.",11648,1
"In &#8220;Fort Bliss,&#8221; Michelle Monaghan finds rough going returning to her family after a tour in Afghanistan.",11649,1
A young husband from the Bronx is seduced from casual drug use into crack addiction. Tough and touching.,11650,1
"Basketball comedy. Anyway, lively.",11651,1
"Ruth Gordon's girlhood memoir about her father. Touching and evocative, with top Tracy.",11652,1
“The Paranoids” plays like a dawdling sitcom that strings together small incidents into not very much.,11653,1
"Daniel Craig returns as James Bond in “Skyfall,” a playful 007 movie with exotic locales, an island fortress and a fight on a moving train.",11654,1
Pearl Harbor and aftermath. Churning but essentially standard.,11655,1
Tycoon abandons ``modern woman'' for man-pleasing princess. Slight but agreeable.,11656,1
Exotic adventure of American boxer and two Japanese brothers. Not always credible.,11657,1
Another cloaked avenger fights evil. Cluttered.,11658,1
"According to “Murder in Fashion,” the real culprit in the murder of Gianni Versace was the aesthetic tyranny of gay culture.",11659,1
"The women's lib movement in Denver. Sit down, girls.",11660,1
"“King Corn” is a gentle, meandering entry in the Truth-Seeking Comic Hero genre, as practiced by Michael Moore and Morgan Spurlock.",11661,1
"Good suspense idea, from Lovecraft novel, floridly handled.",11662,1
"In “The Normals,” directed by Kevin Connors, a jobless man in his 20s agrees to take an experimental antipsychotic drug to escape debt collectors.",11663,1
"Boy and middle-aged layabout search for boy's mother. Slow, static, with occasional touches of charm.",11664,1
Owner of fading Catskill resort. Cozy and sentimental.,11665,1
"In “Pacific Rim,” Guillermo del Toro’s new movie, the Jaeger manned robots fight the Kaiju monsters to save the planet.",11666,1
"Night-shift paramedic burns out, via Scorsese. Wearing but impassioned, with fine Cage.",11667,1
Not-bad intrigue but skittish treatment. Some okay local color.,11668,1
"Les Blank&#8217;s film, made in the early 1970s and now receiving a United States theatrical release, looks at the mystery of Leon Russell.",11669,1
Skeptical Catholic teacher taken for modern miracle-worker.,11670,1
"Gaby Dellal’s new film, “Angels Crest,” depicts the pain of a small town and a young father after a tragedy.",11671,1
"Good, strong drama of college fraternities and brutality.",11672,1
